0.0,0,-2.00e-16
0.01,0,3.16e-12
0.02,0,5.33e-12
0.03,0,6.81e-12
0.04,0,7.82e-12
0.05,0,8.53e-12
0.06,0,9.04e-12
0.07,0,9.44e-12
0.08,0,9.75e-12
0.09,0,1.00e-11
0.1,0,1.02e-11
0.11,0,1.04e-11
0.12,0,1.06e-11
0.13,0,1.07e-11
0.14,0,1.09e-11
0.15,0,1.10e-11
0.16,0,1.11e-11
0.17,0,1.13e-11
0.18,0,1.14e-11
0.19,0,1.15e-11
0.2,0,1.16e-11
0.21,0,1.18e-11
0.22,0,1.19e-11
0.23,0,1.20e-11
0.24,0,1.21e-11
0.25,0,1.23e-11
0.26,0,1.24e-11
0.27,0,1.25e-11
0.28,0,1.26e-11
0.29,0,1.28e-11
0.3,0,1.29e-11
0.31,0,1.30e-11
0.32,0,1.31e-11
0.33,0,1.33e-11
0.34,0,1.34e-11
0.35,0,1.35e-11
0.36,0,1.37e-11
0.37,0,1.38e-11
0.38,0,1.39e-11
0.39,0,1.41e-11
0.4,0,1.42e-11
0.41,0,1.44e-11
0.42,0,1.45e-11
0.43,0,1.47e-11
0.44,0,1.49e-11
0.45,0,1.50e-11
0.46,0,1.52e-11
0.47,0,1.54e-11
0.48,0,1.56e-11
0.49,0,1.58e-11
0.5,0,1.60e-11
0.51,0,1.62e-11
0.52,0,1.64e-11
0.53,0,1.66e-11
0.54,0,1.68e-11
0.55,0,1.70e-11
0.56,0,1.73e-11
0.57,0,1.75e-11
0.58,0,1.78e-11
0.59,0,1.80e-11
0.6,0,1.83e-11
0.61,0,1.85e-11
0.62,0,1.88e-11
0.63,0,1.91e-11
0.64,0,1.94e-11
0.65,0,1.97e-11
0.66,0,2.00e-11
0.67,0,2.03e-11
0.68,0,2.07e-11
0.69,0,2.10e-11
0.7,0,2.13e-11
0.71,0,2.17e-11
0.72,0,2.21e-11
0.73,0,2.24e-11
0.74,0,2.28e-11
0.75,0,2.32e-11
0.76,0,2.36e-11
0.77,0,2.40e-11
0.78,0,2.44e-11
0.79,0,2.48e-11
0.8,0,2.52e-11
0.0,0.1,-2.35e-15
0.01,0.1,1.37e-10
0.02,0.1,2.31e-10
0.03,0.1,2.95e-10
0.04,0.1,3.39e-10
0.05,0.1,3.70e-10
0.06,0.1,3.92e-10
0.07,0.1,4.09e-10
0.08,0.1,4.22e-10
0.09,0.1,4.32e-10
0.1,0.1,4.41e-10
0.11,0.1,4.49e-10
0.12,0.1,4.56e-10
0.13,0.1,4.62e-10
0.14,0.1,4.68e-10
0.15,0.1,4.73e-10
0.16,0.1,4.78e-10
0.17,0.1,4.84e-10
0.18,0.1,4.89e-10
0.19,0.1,4.93e-10
0.2,0.1,4.98e-10
0.21,0.1,5.03e-10
0.22,0.1,5.08e-10
0.23,0.1,5.12e-10
0.24,0.1,5.17e-10
0.25,0.1,5.22e-10
0.26,0.1,5.26e-10
0.27,0.1,5.31e-10
0.28,0.1,5.35e-10
0.29,0.1,5.40e-10
0.3,0.1,5.44e-10
0.31,0.1,5.49e-10
0.32,0.1,5.54e-10
0.33,0.1,5.58e-10
0.34,0.1,5.63e-10
0.35,0.1,5.67e-10
0.36,0.1,5.72e-10
0.37,0.1,5.77e-10
0.38,0.1,5.81e-10
0.39,0.1,5.86e-10
0.4,0.1,5.91e-10
0.41,0.1,5.95e-10
0.42,0.1,6.00e-10
0.43,0.1,6.05e-10
0.44,0.1,6.10e-10
0.45,0.1,6.14e-10
0.46,0.1,6.19e-10
0.47,0.1,6.24e-10
0.48,0.1,6.29e-10
0.49,0.1,6.34e-10
0.5,0.1,6.39e-10
0.51,0.1,6.44e-10
0.52,0.1,6.49e-10
0.53,0.1,6.54e-10
0.54,0.1,6.59e-10
0.55,0.1,6.64e-10
0.56,0.1,6.69e-10
0.57,0.1,6.74e-10
0.58,0.1,6.79e-10
0.59,0.1,6.84e-10
0.6,0.1,6.89e-10
0.61,0.1,6.95e-10
0.62,0.1,7.00e-10
0.63,0.1,7.05e-10
0.64,0.1,7.11e-10
0.65,0.1,7.16e-10
0.66,0.1,7.21e-10
0.67,0.1,7.27e-10
0.68,0.1,7.32e-10
0.69,0.1,7.38e-10
0.7,0.1,7.43e-10
0.71,0.1,7.49e-10
0.72,0.1,7.55e-10
0.73,0.1,7.60e-10
0.74,0.1,7.66e-10
0.75,0.1,7.72e-10
0.76,0.1,7.78e-10
0.77,0.1,7.83e-10
0.78,0.1,7.89e-10
0.79,0.1,7.95e-10
0.8,0.1,8.01e-10
0.0,0.2,-8.36e-15
0.01,0.2,5.85e-09
0.02,0.2,9.89e-09
0.03,0.2,1.27e-08
0.04,0.2,1.45e-08
0.05,0.2,1.58e-08
0.06,0.2,1.68e-08
0.07,0.2,1.75e-08
0.08,0.2,1.81e-08
0.09,0.2,1.85e-08
0.1,0.2,1.89e-08
0.11,0.2,1.92e-08
0.12,0.2,1.95e-08
0.13,0.2,1.97e-08
0.14,0.2,1.99e-08
0.15,0.2,2.02e-08
0.16,0.2,2.04e-08
0.17,0.2,2.06e-08
0.18,0.2,2.07e-08
0.19,0.2,2.09e-08
0.2,0.2,2.11e-08
0.21,0.2,2.13e-08
0.22,0.2,2.15e-08
0.23,0.2,2.16e-08
0.24,0.2,2.18e-08
0.25,0.2,2.20e-08
0.26,0.2,2.22e-08
0.27,0.2,2.23e-08
0.28,0.2,2.25e-08
0.29,0.2,2.27e-08
0.3,0.2,2.28e-08
0.31,0.2,2.30e-08
0.32,0.2,2.32e-08
0.33,0.2,2.33e-08
0.34,0.2,2.35e-08
0.35,0.2,2.37e-08
0.36,0.2,2.38e-08
0.37,0.2,2.40e-08
0.38,0.2,2.42e-08
0.39,0.2,2.43e-08
0.4,0.2,2.45e-08
0.41,0.2,2.47e-08
0.42,0.2,2.48e-08
0.43,0.2,2.50e-08
0.44,0.2,2.52e-08
0.45,0.2,2.53e-08
0.46,0.2,2.55e-08
0.47,0.2,2.57e-08
0.48,0.2,2.58e-08
0.49,0.2,2.60e-08
